WORD_SLOT1	WORD_SLOT2
яркий	оперение колибри
элегантный	цветок орхидеи
быстрый	молния
холодный	рыба
легкий	пенопласт
пьяный	свинья
дырявый	решето
твердый	орех
вечный	мир
ясный	день
твердый	камень
нежный	ребенок
древний	мир
черный	смоль
призрачный	тень
старый	мир
старый	мир
старый	мир
тупой	пробка
белый	снег
мягкий	пух
древний	мир
пьяный	сапожник
синий	океан
довольный	слон
трезвый	стекло
черный	пистолет
выжатый	лимон
упрямый	баран
простой	жизнь
воздушный	вуаль
худой	щепка
горячий	вулкан
твердый	сталь
твердый	камень
старый	мир
загадочный	ночь
загадочный	ночь
загадочный	ночь
загадочный	ночь
загадочный	ночь
острый	стрела
злой	черт
злой	черт
прозрачный	слеза
тонкий	шелк
черный	уголь
старый	мир
сладкий	сахар
черный	смоль
белый	снег
старый	мир
худой	щепка
вогнутый	миска
прямой	струна
здоровый	огурчик
здоровый	огурец
черный	смоль
сладкий	сахар
тонкий	ниточка
чистый	стеклышко
старый	мир
острый	бритва
старый	мир
маленький	песчинка
довольный	слон
трезвый	стеклышко
хмурый	туча
твердый	доска
старый	мир
старый	мир
старый	мир
простой	кувалда
хитрый	лиса
внезапный	леопард
нужный	воздух
разный	небо и земля
слабый	цыпленок
твердый	камень
старый	мир
мудрый	дракон
огромный	небо
старый	мир
важный	воздух
старый	мир
старый	мир
рассыпчатый	пух
черный	уголь
черный	нефть
довольный	слон
плоский	доска
глубокий	море
тихий	мышь
довольный	слон
старый	мир
старый	мир
старый	мир
белый	мел
быстрый	ветер
холодный	лед
необходимый	воздух
древний	мир
здоровый	бык
необходимый	хлеб
необходимый	воздух
сморщенный	гриб
тощий	скелет
страшный	черт
свободный	птица
резкий	понос
резкий	понос
надежный	скала
голодный	волк
упрямый	осел
черный	ад
черный	смоль
старый	мир
влюбленный	кошка
ветреный	француз
пытливый	англичанин
белый	снег
худой	палка
жирный	боров
жирный	боров
старый	мир
довольный	слон
прямой	стрела
нужный	воздух
нужный	воздух
легкий	воздух
довольный	слон
белый	снег
твердый	скала
мягкий	пух
твердый	камень
старый	мир
нужный	воздух
прямой	стрела
старый	мир
злой	собака
древний	говно
довольный	слон
старый	мир
злой	собака
здоровый	бык
элегантный	цветок лилии
чистый	вода
здоровый	бык
закланный	агнец
синий	море
нужный	воздух
старый	мир
здоровый	бык
необходимый	воздух
необходимый	воздух
старый	мир
трезвый	стеклышко
блудивый	кот
твердый	камень
гладкий	зеркало
хрупкий	стекло
твердый	алмаз
необходимый	воздух
простой	полено
яркий	букет
голодный	волк
злой	собака
малиновый	рак
прямой	стрела
игривый	котенок
наглый	танк
довольный	удав
черствый	камень
важный	воздух
твердый	камень
тяжелый	железо
гладкий	шелк
заспанный	медведь
естественный	дыхание
выжатый	лимон
выжатый	лимон
старый	мир
колючий	еж
сладкий и прилипчивый	пастила
древний	мир
жесткий	камень
белый	снег
холодный	лед
ажурный	кружево
необходимый	воздух
простой	шкаф
старый	мир
легкий	перышко
старый	мир
простой	трактор
прочный	дерево
стекл	трезвышко
холодный	лед
честный	топор
твердый	скала
прозрачный	слеза
черный	сажа
довольный	слон
бесконечный	океан
холодный	лед
острый	лезвие
длинный	жердь
твердый	дерево
красный	кровь
холодный	кафель
здоровый	бык
слепой	крот
глухой	пень
голый	ню
сухой	дым
мохнатый	як-истребитель
выжатый	лимон
лысый	коленка
тяжелый	камень
спокойный	удав
прозрачный	дуновение
немой	рыба
естественный	дыхание
нужный	воздух
белый	снег
старый	мир
накачаный	бык
крепкий	броня
довольный	слон
белый	снег
чистый	слеза
худой	скелет
здоровый	сволочь
здоровый	трактор
довольный	слон
быстрый	стрела
легкий	пушинка
белый	снег
густой	каша
здоровый	космонавт
голый	сокол
довольный	слон
беззлобный	дитя
горячий	тибет
тощий	пух
пустой	штука
спокойный	тина
злой	лев
живучий	боров
довольный	слон
простой	кирпич
довольный	слон
древний	мир
довольный	слон
неповоротливый	слон
твердый	кусок
твердый	кусок
черный	смоль
черный	подрясник
красивый	цветок
невинный	младенец
простой	карандаш
твердый	кремень
старый	мир
длинный	змей
старый	мир
трезвый	стекло
алый	кровь
ровный	стрела
старый	мир
довольный	слон
старый	мир
мокрый	мышь
крепкий	сталь
прозрачный	слеза
плоский	доска
плоский	доска
необходимый	воздух
простой	табурет
простой	апельсин
добрый	ангел
здоровый	бык
острый	бритва
проворный	молния
старый	мир
тягучий	мед
голубой	небо
белый	снег
старый	мир
сухой	лес
рад	ребенок
чистый	стеклышко
хитрый	обезьяна
довольный	слон
нежный	цветок
твердый	базальт
свежий	слеза
желтый	солнышко
кроткий	ягненок
старый	мир
непредсказуемый	погода весной
прозрачный	слеза
мокрый	лягуша
необходимый	воздух
черный	смола
горячий	кипяток
старый	мир
легкий	перышко
мягкий	шелк
тихий	воздух
большой	вселенная
нагой	дерево без вишни
спокойный	удав
здоровый	бык
старый	мир
старый	мир
простой	мир
черный	уголь
мощный	медведь
ревнивый	сука
брезгливый	падла
упрямый	бык
готовый	пионер
нужный	воздух
надежный	гора эверест
острый	бритва
рад	слон
нужный	воздух
старый	мир
прозрачный	стекло
нужный	воздух
черный	смоль
холодный	рыба
естественный	дыхание
надежный	танк
красивый	бог
чистый	кристалл
необходимый	глоток свежего воздуха
простой	мясорубка
полезный	бутылка
довольный	удав
черный	смоль
красивый	бог
прекрасный	бог
злой	черт
важный	вода
довольный	слон
древний	человечество
острый	нож
бледный	смерть
вытянутый	струна
нужный	дождь
свободный	пушинка
горячий	огонь
холодный	лед
сильный	смерть
белый	сметана
старый	мир
рыжий	апельсин
бодрый	огурчик
выжатый	лимон
старый	мир
холодный	лед
старый	мир
сильный	бык
старый	мир
довольный	слон
старый	мир
плоский	доска
легкий	пепел
необходимый	воздух
чистый	слеза
худой	жердь
довольный	слон
старый	мир
злой	черт
старый	мир
загорелый	мулатка
довольный	слон
непреодолимый	рок
старый	мир
многогранный	жизнь
твердый	камень
свободный	ветер
нужный	воздух и вода
важный	воздух
твердый	камень
тупой	топор
старый	мир
безмолвный	отчаянье
старый	мир
довольный	слон
сладкий	изюм
трезвый	стеклышко
глухой	пень
старый	мир
бедный	голь перекатная
черный	смоль
здоровый	бык
счастливый	младенец
старый	мир
нужный	воздух
ослепительный	солнце
ясный	луна
довольный	слон
прозрачный	слеза
вязкий	смола
старый	мир
белый	снег
ясный	день
верный	таблица умножения
темный	обезьянка
голодный	волк
белый	полотно
черный	смоль
пышный	роза
довольный	слон
черный	смоль
прозрачный	стекло
бледный	смерть
бледный	полотно
легкий	перышко
счастливый	миллионер
черный	ночь
черный	ночь
слабый	курица
рыхлый	печенье
гладкий	стекло
черный	смоль
быстрый	вечер
черный	смоль
простой	устав вооруженных сил
рад	слон
прекрасный	богиня
старый	мир
черный	смоль
холодный	лед
чистый	слеза
довольный	слон
довольный	слон
надежный	танк
старый	мир
добрый	смерть
черный	мать
довольный	слон
старый	мир
горячий	солнышко
необходимый	воздух
острый	огонь
выжатый	лимон
старый	мир
каменный	скала
вечный	мир
рад	дите малое
сладкий	мед
белый	пудра
прекрасный	звезда
свободный	ветер
нужный	воздух
старый	мир
свободный	птица
здоровый	бык
внезапный	шишка
довольный	слон
черный	ворон
старый	мир
необходимый	воздух
старый	мир
старый	мир
старый	мир
жесткий	проволока
голубой	небо
белый	снег
нужный	воздух
тяжелый	марафон
острый	бритва
медлительный	черепаха
старый	мир
стройный	скелет
прямой	планка
тяжелый	дуб
мрачный	туча
черный	смоль
агрессивный	стая бешеных собак
бодрый	огурчик
горячий	печка
черный	смоль
белый	сметана
белый	снег
здоровый	бык
слабый	тростиночка
белый	снег
старый	мир
нужный	хлеб и вода
толстый	кожа носорога
довольный	слон
необходимый	воздух
необходимый	воздух
вечный	мир
чистый	алмаз
легкий	перышко
бледный	вампирша
невинный	младенец
черный	смоль
выжатый	лимон
белый	простыня
нужный	воздух
древний	мир
тонкий	иголочка
тонкий	ниточка
упрямый	осел
крепкий	бык
круглый	блин
довольный	слон
соленый	вобла
твердый	скала
прозрачный	слеза
довольный	слон
старый	мир
чистый	стекло
старый	мир
довольный	мамонт
могущественный	бог
сухой	камень
живучий	кошка
необходимый	воздух
пустой	дым
смелый	лебедь
прозрачный	вода
чистый	слеза
прозрачный	стекло
старый	мир
старый	мир
довольный	слон
довольный	слон
твердый	камень
сухой	сухарь
суетлив	муравейник
довольный	слон
глупый	пробка
хитрый	лисица
темный	ноча
мягкий	пух
здоровый	бык
глупый	пень
умный	собака
гладкий	шелк
белый	снег
довольный	слон
твердый	доска
нужный	воздух
прямой	столб
старый	мир
старый	мир
нужный	воздух
старый	мир
старый	мир
довольный	слон
необходимый	воздух
твердый	дерево
старый	мир
древний	мир
здоровый	бык
яркий	солнце
красный	рак
необходимый	воздух
плоский	доска
острый	бритва
белый	снег
старый	мир
гладкий	яичко
бледный	смерть
прямой	стрела
довольный	слон
злой	собака
злой	волк
дряхлый и глухой	пень
больной	собака
сладкий	запах лилий
старый	мир
совершенный	бог
острый	бритва
старый	мир
спокойный	удав
хлесткий	выстрел
худой	щепка
важный	пеликан
здоровый	бык
старый	мир
рад	слон
здоровый	вода
богатый	земля
белый	смерть
прочный	танк
немой	рыба
счастливый	ребенок
простой	мир
чистый	кристалл
живой	жизнь
сухой	пух
простой	мир
гладкий	шелк
старый	мир
хрупкий	стебель
старый	мир
древний	мир
сильный	океан
таинственный	глубокое озеро
живой	жизнь
живой	жизнь
старый	мир
старый	мир
страшный	огонь
бледный	смерть
старый	мир
старый	мир
чистый	слеза
чистый	слеза
белый	снег
бледный	поганка
довольный	слон
белый	снег
надежный	скала
гладкий	скала
довольный	слон
простой	мир
старый	древность
плоский	стол
сильный	смерть
сильный	смерть
сильный	смерть
спокойный	удав
старый	мир
пустой	барабан
бесконечный	жизнь
сильный	смерть
черный	уголь
влюбленный	мальчишка
здоровый	лошадь
мягкий	воск
светлый	дитя
довольный	слон
плоский	доска
резкий	щелчок кнута
тонкий	ниточка
прямой	стрела
острый	лезвие
подвижный	ртуть
легкий	воздух
твердый	скала
живой	жизнь
живой	жизнь
живой	жизнь
безобразный	истина
бледный	поганка
прямой	луч
довольный	слон
довольный	слон
неподвижный	скала
довольный	слон
старый	мир
старый	мир
старый	мир
старый	мир
старый	мир
простой	угол дома
беспомощный	ребенок
черный	смоль
красный	рак
белый	смерть
плоский	стол
короткий	выстрел
простой	пень
неподвижный	скала
ласковый	теленок
точный	молния
готовый	штык
бледный	смерть
прозрачный	слеза
острый	монблан
простой	мир
мягкий	павлинье горло
узкий	футляр
радостный	ребенок
старый	мир
живой	жизнь
живой	жизнь
сладкий	мед
сладкий	мед
желанный	мед
горячий	утюг
довольный	слон
нужный	воздух
довольный	слон
довольный	слон
старый	жизнь
черный	смоль
черный	ночь
чистый	слеза
узкий	острие
сладкий	вино
вечный	лестница
довольный	слон
чистый	слеза
старый	мир
выжатый	лимон
черный	сажа
легкий	пушинка
невозмутимый	рептилия
бледный	смерть
тощий	щепка
белый	снег
твердый	алмаз
выжатый	лимон
легкий	перышко
холодный	смерть
довольный	слон
прямой	стрела
довольный	слон
довольный	слон
чистый	лен
старый	брак
необходимый	воздух
кристальный	сколок айсберга
старый	мир
крепкий	дерево
острый	лед
прозрачный	слеза
старый	мир
довольный	слон
черствый	камень
старый	мир
гладкий	зеркало
твердый	камень
черный	смоль
довольный	ребенок
необходимый	воздух
черный	уголь
длинный	жердина
острый	бритва
старый	мир
белый	снег
старый	мир
старый	мир
красный	вино
оранжевый	апельсин
чистый	зеркало
толстый	шар
выжатый	лимон
мягкий	шелк
бледный	простыня
тяжелый	железо
старый	мир
прозрачный	хрусталь
нужный	воздух
легкий	ветер
счастливый	паровоз
вольный	ветер
довольный	слон
изменчивый	ветер
вкусный	человечина
довольный	слон
острый	меч
простой	карандаш
загорелый	шоколад
трезвый	стеклышко
горький	полынь
древний	мир
старый	мир
разряженный	кукла
чистый	агнец
белый	смерть
старый	мир
старый	мир
мокрый	лягуша
белый	свет
прозрачный	стекло
свободный	ветер
тупой	пробка
легкий	перышко
черный	мрак
довольный	слон
острый	бритва
нужный	воздух
бледный	мертвец
твердый	алмаз
холодный	лед
нежный	пух
холодный	лед
смирный	овечка
простой	палка
тощий	шепка
гладкий	шелк
верный	собака
сильный	мул
белый	снег
гибкий	резина
простой	топор
белый	снег
бледный	смерть
черный	смоль
мягкий	пух
красный	рак
старый	мир
бледный	болото
холодный	лед
черный	смоль
выжатый	лимон
старый	мир
сильный	железо
стройный	тростинка
красный	кровь
прекрасный	звезда
необходимый	воздух
чистый	слеза
воздушный	пачка
твердый	камень
прямой	палка
воздушный	зефир
довольный	слон
немой	рыба
довольный	удав
толстый	боров
довольный	слон
белый	снег
острый	бритва
твердый	алмаз
старый	мир
бледный	смерть
тонкий	паутина
белый	снег
красный	кровь
старый	мир
прямой	стрела
старый	мир
черный	смоль
довольный	слон
спокойный	слон
старый	мир
старый	мир
легкий	пушинка
голубой	небо
старый	мир
простой	пень
старый	мир
гладкий	шелк
старый	мир
старый	мир
белый	снег
пустой	вата
твердый	камень
твердый	камень
старый	мир
черный	смоль
старый	мир
мягкий	шелк
длинный	корабль
злой	собака
страшный	смерть
черный	ночь
серьезный	рак
нужный	воздух
старый	мир
худой	щепка
живой	жизнь
живой	жизнь
спокойный	танк
бледный	смерть
белый	ангел
нужный	воздух
прочный	бревно
рыхлый	медуза
ловкий	ягуар
скользкий	лед
неповоротливый	носорог
древний	человечество
необходимый	воздух
надежный	скала
старый	мир
твердый	камень
зеленый	трава
синий	ночное небо 
красный	тревога
нужный	воздух
быстрый	молния
быстрый	молния
невинный	щеночек
лохматый	абориген
здоровый	лошадь
стройный	тополь
белый	снег
ровный	бревно
воздушный	суфле
старый	мир
черный	жук
бледный	полотно
рад	слон
старый	мир
гладкий	спокойствие
промезший	бетон
красивый	бог
тонкий	паутина
блестящий	золото
скрюченный	буква
чудный	заря
тощий	спичка
слепой	крот
выжатый	лимон
тупой	пробка
вечный	мир
старый	мир
необходимый	вода
красный	рак
свободный	ветер
нужный	воздух
здоровый	бык
невинный	дитя
мягкий	глина
довольный	слон
выжатый	лимон
гигантский	парус
старый	мир
чистый	слеза
черный	смоль
гладкий	кость
надежный	молоток
старый	мир
легкий	бабочка
довольный	слон
голый	сокол
стройный	осина
упитанный	груша
хрупкий	стекло
стройный	березка
устойчивый	дуб
доверчивый	ребенок
необходимый	воздух
старый	мир
прозрачный	стекло
чистый	слеза
слабый	тряпка
гладкий	шелк
острый	бритва
белый	простыня
доверчивый	студентка
важный	вода
плоский	блин
довольный	слон
сильный	лев
белый	снег
довольный	слон
прозрачный	вода
довольный	слон
простой	топор
свободный	ветер
холодный	лед
нужный	воздух
старый	мир
тупой	осел
живой	жизнь
постоянный	скала
могучий	слон
злой	собака
легкий	дуновение
старый	мир
кроткий	ягненок
кроткий	ягненок
слепой	ягненок новорожденный котенок 
надежный	кувалда
огромный	море
любопытный	ребенок
старый	мир
старый	мир
мягкий	бархат
гладкий	бархат
довольный	паравоз
старый	мир
старый	мир
глупый	пес
старый	мир
старый	мир
мягкий	воск
слепой	крот
довольный	слон
нужный	воздух
старый	мир
живой	жизнь
упрямый	баран
гладкий	зеркало
нужный	воздух
чистый	слеза
старый	мир
глупый	пробка
нужный	воздух
черный	смоль
мягкий	облако
старый	мир
старый	мир
старый	мир
ровный	зеркало
мелкий	пыль
могучий	дерево
старый	мир
довольный	слон
старый	мир
яркий	карнавал
тонкий	спичка
старый	мир
свежий	огурчик
вольный	птица
прекрасный	цветок лотоса
счастливый	слон
белый	полотно
неприступный	скала
старый	мир
вечный	земля
трердый	кость
старый	мир
старый	человечество
белый	снег
твердый	камень
старый	мир
необходимый	воздух
легкий	перышко
старый	мир
твердый	камень
извилистый	спираль
стройный	газель
белый	снег
старый	мир
старый	мир
нужный	воздух
старый	мир
старый	мир
старый	мир
нужный	воздух
бесконечный	мир
черный	смоль
нужный	воздух
нужный	воздух
влюбленный	кошка
упертый	трактор
тупой	пробка
шустрый	вжик
старый	мир
твердый	сталь
теплый	любовь
загадочный	мираж
старый	мир
нужный	воздух
необходимый	воздух
довольный	слон
нужный	жизнь
довольный	слон
вечный	жизнь
довольный	слон
худой	жердь
старый	мир
сухой	песок
прямой	стрела
довольный	слон
старый	мир
старый	мир
красный	рак
красный	рак
твердый	железо
красный	рак
нужный	воздух
занятый	пчелка
старый	мир
упрямый	осел
довольный	слон
спокойный	слон
проворный	понос
старый	мир
забугорный	черт
тонкий	тростинка
надежный	холод
несокрушимый	пламя
старый	мир
старый	мир
простой	дверь
нежный	шелк
довольный	слон
старый	мир
старый	мир
довольный	слон
довольный	слон
довольный	слон
вялый	вафля
довольный	слон
простой	топор
старый	мир
шершавый	терка
важный	воздух
довольный	слон
тонкий	паутинка
белый	молоко
старый	мир
грязный	черт
прозрачный	стекло
крепкий	бетон
ласковый	котенок
большой	медведь
довольный	слон
простой	автомат калашникова 
красивый	солнце
острый	лезвие
крепкий	сталь
зеленый	слизь
твердый	камень
прозрачный	стекло
старый	мир
старый	мир
старый	мир
старый	мир
нужный	воздух
тяжелый	чугун
красный	помидор
темный	вода
длинный	змея
белый	порох
твердый	скала
мягкий	шелк
красивый	радуга
белый	снег
простой	вселенная
худой	тростинка
белый	снег
бледный	мел
белый	снег
холодный	снег
черный	смоль
горячий	сковородка
древний	мир
нужный	воздух
довольный	слон
загадочный	ночь
холодный	лед
здоровый	бык
свежий	огурчик
простой	мир
необходимый	воздух
довольный	слон
довольный	слон
старый	мир
довольный	слон
крепкий	орех
крепкий	орех
здоровый	пионер
вязкий	деготь
белый	сахар
черный	смоль
быстрый	молния
довольный	слон
довольный	слон
старый	мир
необходимый	воздух
довольный	слон
старый	мир
сильный	бык
старый	мир
черный	сажа
вечный	жизнь
старый	мир
чистый	слеза
крепкий	коньяк
игривый	шампанское
сочный	персик
сочный	персик
крепкий	коньяк
прямой	стрела
красный	помидор
беспристрастный	судья
нужный	воздух
натуральный	воздух
реальный	воздух
непоколебимый	скала
нежный	шелк
черный	смоль
старый	мир
черный	смоль
старый	мир
необходимый	воздух
неотвратимый	смерть
неотвратимый	смерть
желанный	шоколад
нежный	пушинка
естественный	чихание
белый	снег
чистый	слеза
старый	мир
надежный	автомат калашникова 
кроткий	ягненок
светлый	дымка
крепкий	камень
удачливый	адвокат
белый	снег
старый	мир
свежий	поцелуй
черный	уголь
довольный	слон
простой	жвачка
простой	яйцо колумба 
белый	мел
вечный	камень
чистый	слеза
простой	табуретка
мягкий	бумага
свободный	вода
мокрый	цуцик
мягкий	губка
старый	мир
надежный	скала
довольный	слон
довольный	удав
красивый	роза
древний	мир
плоский	панель
ровный	струна
яркий	радуга
мощный	тигр
необходимый	воздух
белый	сахар
хитрый	лиса
холодный	лед
прочный	скала
желтый	вечность
древний	мир
твердый	камень
прозрачный	стекло
немой	рыба
прямой	палка
красный	рак
прозрачный	слеза
нежный	пух
старый	мир
счастливый	ребенок
белый	снег
черный	смоль
спакойный	танк
прямой	меч викинга 
тонкий	бумага
прозрачный	стекло
белый	нефрит
слепой	крот
подвижный	капля ртути 
бледный	полотно
мягкий	бархат
прямой	струна
изящный и грациозный	француз
любопытный	кошка
мелодичный	джаз
яркий	солнце
черный	смоль
крепкий	камень
жирный	хрюша
черный	смоль
старый	мир
сухой	солома
твердый	алмаз
спокойный	танк
злой	собака
бесконечный	вселенная
довольный	слон
старый	мир
мощный	ураган
крепкий	гора
старый	мир
трезвый	стеклышко
незаметный	ночь
твердый	камень
прозрачный	слеза
крепкий	кулак
страшный	смерть
бледный	смерть
прямой	солома
древний	мир
гладкий	зеркало
нужный	воздух
тонкий	бумага
хрупкий	стекло
прочный	скала
гладкий	шелк
бледный	мел
выжатый	лимон
сверкающий	лед
мягкий	снег
крепкий	дуб
прямой	палка
простой	табуретка
вороный	смоль
ясный	день
крепкий	скала
обаятельный	черт
древний	мир
старый	мир
довольный	слон
довольный	слон
свободный	птица
сладкий	малина
мягкий	хлопок
черный	смоль
ядовитый	гадюка
чистый	агнец
прямой	стрела
красный	помидор
темный	вино
необходимый	воздух
крепкий	железо
довольный	слоник
гладкий	зеркало
яркий	жизнь
простой	магнитофон
чистый	мечта
хрупкий	крыло бабочки 
опасный	нож из тьмы
старый	мир
мягкий	пух
широкий	мир
тонкий	пергамент
чистый	голубь
древний	мир
белый	полотно
древний	мир
черный	смоль
огромный	гора
круглый	яйцо
бледный	полотно
твердый	сталь
черный	смоль
тощий	жердь
быстрый	ветер
спокойный и мягкий	вода
жесткий	земля
выжатый	лимон
старый	мир
злой	черт
пьяный	стелька
черный	смоль
черный	смоль
прямой	палка
прямой	палка
простой	пробка
красивый	богиня
чистый	воздух
старый	мир
прозрачный	стекло
плоский	лещ
довольный	слон
легкий	перышко
старый	мир
старый	мир
старый	мир
жесткий	щетина
довольный	слон
жесткий	камень
упругий	пластик
гладкий	стекло
пламенный	юноша
необходимый	воздух
простой	карандаш
необходимый	воздух
крепкий	железо
тихий	тень
синий	небо
прямой	стрела
страшный	черт
ласковый	теленок
довольный	свинья
острый	бритва
холодный	лед
бодрый	огурец
древний	мамонт
воздушный	облако
древний	мир
выжатый	лимон
чистый	слеза
твердый	кремень
легкий	кисея
синий	море
старый	мир
старый	мир
жидкий	вода
прямой	струна
довольный	удав
старый	мир
черный	смоль
ровный	стол
трезвый	стеклышко
белый	снег
трезвый	стекло
белый	снег
довольный	слон
необходимый	воздух
прозрачный	стекло
старый	мир
острый	лезвие
бледный	смерть
острый	нож
прозрачный	слеза
чистый	любовь
злой	сабака
простой	мир
органиченный	рыба в воде
твердый	скала гибралтара 
прозрачный	стекло
простой	стеклышко
старый	мир
нереальный	сон
белый	мука
стройный	тростинка
белый	свет
узкий	бритва
невинный	ребенок
трезвый	стеклышко
черный	ночь
смирный	теленок
хмурый	ночь
древний	мир
прозрачный	стекло
старый	мир
искрененный	ребенок
искрененный	ребенок
нужный	воздух
чистый	слеза
естественный	дыхание
постепенный	улитка
стремительный	метеор
чистый	слеза
глубокий	сажа
безупречный	фарфор
твердый	камень
черный	ночь
острый	бритва
бледный	бумага
холодный	лед
голубой	лед
холодный	лед
прекрасный	ангел
яркий	барбарис
беспомощный	птичка
бледный	смерть
нужный	воздух
дырявый	дуршлаг
бескрайний	океан
здоровый	слон
быстрый	ягуар
чистый	ангел
учтивый	стюардесса на иностранных авиалиниях
легкий	пушинка
холодный	лед
древний	мир
крепкий	камень
старый	мир
белый	мел
довольный	слон
нужный	воздух
старый	мир
нужный	воздух
холодный	дождь
колючий	елка
сильный	медведь
твердый	камень
белый	снег
нужный	воздух
горячий	огонь
чистый	стеклышко
белый	молоко
темный	смоль
скучный	черт
изворотливый	змея
плоский	поднос
оборванный	бродяга
старый	мир
старый	мир
твердый	камень
гладкий	зеркало
вольный	ветер
мягкий	шелк
грязный	черт
упрямый	ишак
старый	мир
быстрый	ветер
надежный	автомат калашникова 
надежный	автомат калашникова 
чистый	слеза
бледный	смерть
старый	мир
чистый	кокаин
старый	мир
довольный	слон
наивный	ребенок
любопытный	кошка
белый	снег
простой	мир
простой	палка
прочный	камень
холодный	лед
простой	мир
довольный	слон
вязкий	глина
быстрый	ветер
наивный	человек
выжатый	лимон
старый	мир
необходимый	воздух
необходимый	воздух
старый	мир
старый	мир
здоровый	бык
старый	мир
живучий	кошка
необходимый	воздух
гладкий	мрамор
счастливый	слон
тяжелый	черт
злой	черт
черный	смоль
мокрый	чушка
старый	мир
старый	мир
нужный	воздух
сухой	жердь
вкусный	сахар
довольный	слон
веселый	дитя
необходимый	воздух
гладкий	лед
тупой	дерево
твердый	кремень
трезвый	стеклышко
старый	мир
могучий	дуб
иссиня-черный	смоль
плоский	лещ
бледный	поганка
черный	ночь
белый	снег
мягкий	шелк
черный	сажа
теплый	молоко
старый	мир
нужный	воздух
чистый	слеза
наивный	свинья
острый	игла
острый	бритва
невинный	овечка
плоский	досточка
спокойный	слон
черный	ночь
необходимый	воздух вода и свет
старый	мир
старый	мир
старый	мир
твердый	гора
нужный	воздух
твердый	алмаз
хрупкий	хрусталь
прочный	сталь
лeгкий	пух
упертый	баран
прекрасный	жизнь
старый	мир
рад	слон
красный	рак
старый	мир
холодный	лед
нужный	воздух
черный	смоль
гладкий	шелк
простой	мир
холодный	лед
старый	мир
мягкий	шелк
живой	жизнь
необходимый	воздух
прозрачный	слеза
тонкий	паутинка
прозрачный	лед
старый	мир
сушеный	вобла
быстрый	молния
свободный	ветер
простой	валенок
серый	мышь
древний	мир
